site,site_utm_zone,site_utme,site_utmn,area_sqr_m,site_code,site_elevation_m,depth_m,topo,wilderness,site_comments,site_id,region_id,site_name_alt,site_latitude,site_longitude,geographic_area,geographic_area_type,region,country_id,time_zone,rm,pop_id
"82643",10,748353,4303709,"232",NA,"2530",NA,pyramid_peak,desolation,NA,0e66b199-9afc-4f03-874c-c22a5a262a55,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8471687274346,-120.13831209063,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"82644",10,748298,4303762,"279",NA,"2542",NA,pyramid_peak,desolation,NA,10d78a9f-7d14-48f5-a5c3-5aeac6172d67,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8476612644396,-120.138925979672,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"82645",10,748093,4304243,"367",NA,"2518",NA,pyramid_peak,desolation,NA,b9f6291b-d03c-4706-b170-b7df075c5027,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8520482469426,-120.141111984912,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"82646",10,747999,4304363,"245",NA,"2505",NA,pyramid_peak,desolation,NA,9a805357-0883-4106-b9c5-4e2d9e5caa81,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8531547877485,-120.142150680986,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84221",10,746369,4305484,"2915",NA,"2545",NA,pyramid_peak,desolation,NA,428a0923-65e0-4ea6-94ec-eb75a3938e01,9d979cf0-9264-439b-9e04-1fc725acb7cd,"""rivendell pond""",38.8637022591526,-120.160511135277,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84243",10,747174,4305205,"963",NA,"2481",NA,pyramid_peak,desolation,NA,7bb23c55-e7d1-4be9-a1e2-0bfaaf1a80cc,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.86096528697,-120.151344165397,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84277",10,748046,4304562,"18942",NA,"2481",NA,pyramid_peak,desolation,NA,e720748c-45cc-43ee-9bc6-7b842721c67a,9d979cf0-9264-439b-9e04-1fc725acb7cd,waca lake,38.8549326074059,-120.141537948751,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84284",10,748227,4304529,"399",NA,"2505",NA,pyramid_peak,desolation,NA,7ba2f4ed-5ec2-49a8-ac0d-c145a2362ea9,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8545845486486,-120.139466444969,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84292",10,748087,4304318,"2087",NA,"2481",NA,pyramid_peak,desolation,NA,47fed1e8-0412-4f47-a9b6-779b19ef71b2,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8527249643491,-120.141154002313,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84294",10,748135,4304281,"909",NA,"2481",NA,pyramid_peak,desolation,NA,66fc4716-c19e-4715-a3e6-5c1199ac9e9c,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.852378416691,-120.140614856312,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84303",10,748260,4303991,"482",NA,"2463",NA,pyramid_peak,desolation,NA,432655f3-798f-4e3b-8a6e-88514d856c05,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8497330615303,-120.139280721635,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84306",10,748160,4303917,"3637",NA,"2444",NA,pyramid_peak,desolation,NA,d0cf710d-18b4-4afd-9fa7-10ff56456453,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8490952427612,-120.140458380137,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84307",10,747869,4303935,"567",NA,"2457",NA,pyramid_peak,desolation,NA,d31f5325-b931-4f54-8d08-d25bdcbfe38f,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8493392639433,-120.143801202827,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84309",10,748083,4303737,"34147",NA,"2459",NA,pyramid_peak,desolation,NA,400b3160-20c0-44dc-aee5-44500a927768,9d979cf0-9264-439b-9e04-1fc725acb7cd,pyramid lake,38.8474968904372,-120.141409510912,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84310",10,748280,4303918,"881",NA,"2451",NA,pyramid_peak,desolation,NA,acfa0ffa-7a3e-4567-a06c-354a09741393,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8490703947321,-120.139076866054,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84312",10,748323,4303835,"684",NA,"2451",NA,pyramid_peak,desolation,NA,ec1c52b1-da18-462e-b1ab-ef9b619de863,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8483112345317,-120.138611904057,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84317",10,748077,4303686,"2055",NA,"2441",NA,pyramid_peak,desolation,NA,f127476b-d946-43de-87bb-a2a8d6e39f64,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8470395638023,-120.141496951123,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84962",10,748236,4303635,"244",NA,"2457",NA,pyramid_peak,desolation,NA,83ac3ab0-38e9-40ce-aef6-f55f5ec6d88f,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8465357121499,-120.139685369808,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"84963",10,748297,4303715,"209",NA,"2457",NA,pyramid_peak,desolation,NA,d7ed67b1-1e39-4c34-ae1b-29805d7980f8,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8472385309437,-120.138954446302,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"87495",10,748208,4304030,"562",NA,"2463",NA,pyramid_peak,desolation,NA,afb2d64e-5121-4a94-bd08-a4c6cd4068a6,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8500987434371,-120.139865159238,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84309
"82682",10,749596,4305678,"376",NA,"2545",NA,echo_lake,desolation,NA,42a7e772-e1a3-42a7-a65f-8461b54b609d,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8645384687123,-120.123291764516,american_pyramid_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84218
"84218",10,749675,4305792,"5858",NA,"2579",NA,echo_lake,desolation,NA,05c05c79-f98c-4e76-86c4-9b61c68a44b8,9d979cf0-9264-439b-9e04-1fc725acb7cd,jabu lake,38.8655420658882,-120.122340927501,taylor_ck_falls_ck_glen_alpine_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84218
"84226",10,750435,4305541,"4065",NA,"2481",NA,echo_lake,desolation,NA,d1e42ec0-3ad6-4656-ad6e-5d7eb77fd7c2,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8630669575365,-120.113683200858,taylor_ck_falls_ck_glen_alpine_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84235
"84235",10,750582,4305304,"32466",NA,"2493",NA,echo_lake,desolation,NA,140811f7-0fb3-4620-955d-5665c26fd6d2,9d979cf0-9264-439b-9e04-1fc725acb7cd,lake lucille ,38.860892067523,-120.11207735331,taylor_ck_falls_ck_glen_alpine_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84235
"84237",10,750461,4305380,"632",NA,"2493",NA,echo_lake,desolation,NA,857ef08a-119f-4b17-afda-1925b4b78585,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8616105369126,-120.113442535961,taylor_ck_falls_ck_glen_alpine_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84235
"84255",10,750211,4305052,"17816",NA,"2505",NA,echo_lake,desolation,NA,2a2ff0cf-6556-4b65-822f-36a844b702ba,9d979cf0-9264-439b-9e04-1fc725acb7cd,margery lake,38.8587296423885,-120.116439709084,taylor_ck_falls_ck_glen_alpine_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84235
"84266",10,750357,4304896,"649",NA,"2499",NA,echo_lake,desolation,NA,6b01fb54-f767-49a4-b863-fdd5566d14bb,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8572840843415,-120.114815894799,taylor_ck_falls_ck_glen_alpine_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84235
"84313",10,751786,4303756,"93720",NA,"2384",NA,echo_lake,desolation,NA,15727c44-3999-49c0-af30-0ebf92352d49,9d979cf0-9264-439b-9e04-1fc725acb7cd,tamarack lake,38.8466162581859,-120.098784464237,upper_truckee_echo_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84313
"84325",10,751767,4303580,"1172",NA,"2405",NA,echo_lake,desolation,NA,fe9ae01c-25ef-44c6-a6fd-c471d148953b,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8450376904067,-120.09906751228,upper_truckee_echo_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84313
"84326",10,751864,4303588,"255",NA,"2353",NA,echo_lake,desolation,NA,c4e0bd97-9582-488a-9152-25affd7e4bcc,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8450819378175,-120.097948256547,upper_truckee_echo_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84313
"84327",10,751895,4303561,"573",NA,"2384",NA,echo_lake,desolation,NA,109cc768-e5aa-49cc-935f-f0748d014e00,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8448300658965,-120.097601372984,upper_truckee_echo_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84313
"84329",10,751927,4303526,"1356",NA,"2365",NA,echo_lake,desolation,NA,7accac4a-6eca-4d23-9e10-b4924c212f09,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.8445059067435,-120.097245911497,upper_truckee_echo_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,84313
"70163",11,252272,4219100,"8226",NA,"2359","1.5",kibbie_lake,yosemite,NA,9abac98e-6c4f-49be-934a-f14e2b54b3dc,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0857717609005,-119.824606510642,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"70208",11,252329,4219310,"9439",NA,"2365","3.5",kibbie_lake,yosemite,NA,c96cc02e-7410-487e-8b7d-048f8d8bbca4,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.087677751602,-119.824030099674,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"71014",11,252177,4219320,"147",NA,"2359","1",kibbie_lake,yosemite,NA,46faec0d-3cfb-49a1-9110-8b0b3feae11b,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0877261210222,-119.825764781022,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"71073",11,252415,4219380,"205",NA,"2365","0.4",kibbie_lake,yosemite,NA,5d34137d-2284-4015-bf08-452c8537289e,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0883314304298,-119.823074848145,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"71215",11,252276,4219170,"293",NA,"2359","0.8",kibbie_lake,yosemite,NA,a304a0d8-b083-4449-8afc-83894d579acd,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0864029820323,-119.824585217235,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"71246",11,252397,4219180,"304",NA,"2359","0.8",kibbie_lake,yosemite,NA,b62b1782-8d5b-4d9f-a1e4-6db9f52fa740,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0865261416903,-119.823210566869,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"71261",11,252301,4219240,"311",NA,"2359","0.9",kibbie_lake,yosemite,NA,c6cdfc2a-a5bf-4b5f-9969-f3eaed32d4be,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0870399561675,-119.824324744923,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"71329",11,252262,4219210,"346",NA,"2359","0.4",kibbie_lake,yosemite,NA,881c1c23-db3e-46a6-8b1b-6eca8d6f59c3,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0867592179267,-119.824758534492,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"72176",11,252346,4219240,"991",NA,"2359","0.9",kibbie_lake,yosemite,NA,8794e0b8-5479-4a93-8d55-6fee0eca44e2,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0870522825003,-119.823812218524,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"72204",11,252173,4219370,"1032",NA,"2359","0.8",kibbie_lake,yosemite,NA,21ce2a88-0a30-4861-99f2-fcbc3f74a9cc,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0881751135303,-119.825827679279,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"72392",11,252525,4219350,"1364",NA,"2359","3.5",kibbie_lake,yosemite,NA,3b1d0bdf-8f64-4f34-83dc-0b0b06de91ba,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0880914908205,-119.821811592511,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"72609",11,252674,4219400,"1954",NA,"2359","0.9",kibbie_lake,yosemite,NA,6adf4858-3fdf-4552-bb33-5303a98eea04,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.08858235184,-119.820131836802,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"74098",11,252413,4219160,"204",NA,"2359","0.2",kibbie_lake,yosemite,NA,ee53a291-8287-413a-b3cc-343b108c88b0,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0863504868381,-119.823021407624,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"74099",11,252436,4219210,"194",NA,"2359","0.3",kibbie_lake,yosemite,NA,756302aa-1af1-45c5-937b-a7e4ac98f763,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0868068743967,-119.822776772335,tuolumne_cherry_ck_eleanor_ck_kibbie_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70208
"70355",11,254887,4218520,"17011",NA,"2273","4.9",kibbie_lake,yosemite,NA,dde1fb00-8904-4b4d-ac27-7927cd515b0d,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0812632316631,-119.794624133307,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"70399",11,254691,4218810,"21066",NA,"2283","13.9",kibbie_lake,yosemite,NA,ecb70169-27df-4531-8e16-41ae16ba2466,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0838206712716,-119.796955872569,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"70442",11,254725,4217670,"25535",NA,"2256","8.5",kibbie_lake,yosemite,NA,38cdd3fd-8e51-46eb-82ba-cbe453835895,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.073567591925,-119.796177532609,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"70472",11,255149,4217730,"29009",NA,"2256","11.5",kibbie_lake,yosemite,NA,f381c851-e011-41dd-a0e5-27cd83ef9a5d,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0742225778651,-119.791369696071,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71063",11,255009,4217790,"199",NA,"2262","1",kibbie_lake,yosemite,NA,708b9668-088a-4b05-8ccc-a3823554499c,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0747247960057,-119.792984543819,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71121",11,254948,4217800,"246",NA,"2262","1.6",kibbie_lake,yosemite,NA,9252ff42-2876-49b4-8cb3-92f0268996de,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0747982936544,-119.793682630471,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71362",11,254885,4217450,"361",NA,"2243","2.1",kibbie_lake,yosemite,NA,1bac8e59-1433-4443-9e49-0a9f62bde366,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0716305095949,-119.794280100738,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71389",11,254880,4217740,"373",NA,"2262","0.8",kibbie_lake,yosemite,NA,01bf78a3-2c5d-45df-b1f7-c749bd0d1fc6,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0742397474618,-119.794436438231,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71461",11,255023,4217970,"411",NA,"2274","0.7",kibbie_lake,yosemite,NA,ebfeace7-7d7e-447e-9f51-6597c2c65503,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0763489567527,-119.792886782574,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71639",11,253949,4217800,"514",NA,"2286","0.9",kibbie_lake,yosemite,NA,75a655a4-d8fb-45cb-9ff5-b84168fc42fa,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0745271145394,-119.805059039243,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71679",11,255002,4218820,"534",NA,"2286","2.1",kibbie_lake,yosemite,NA,2876779d-d21a-4300-84fc-3238dbfee712,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0839950037429,-119.793417239177,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71732",11,254634,4217800,"570",NA,"2274","0.9",kibbie_lake,yosemite,NA,578b4f82-5f4c-44b7-ac71-c50aea751577,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0747131766654,-119.797258415049,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71734",11,255180,4217950,"570",NA,"2262","0.95",kibbie_lake,yosemite,NA,144b7380-5e84-49d3-85a4-8a9d8650774a,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0762114225912,-119.791091997697,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71763",11,254814,4217800,"587",NA,"2262","1.5",kibbie_lake,yosemite,NA,c762d9bb-d71f-4bc6-adaf-810b89674fff,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0747619831312,-119.795208604077,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71811",11,254829,4218860,"619",NA,"2286","1.3",kibbie_lake,yosemite,NA,dc8c398a-60ae-40c7-860f-123e2f14b41a,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0843081971682,-119.795401307,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71887",11,254849,4217300,"683",NA,"2243","2.5",kibbie_lake,yosemite,NA,0f93b993-5b25-44bd-ab6c-19b5ed1473e9,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0702704484291,-119.794638630631,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71910",11,254800,4217250,"705",NA,"2243","2.8",kibbie_lake,yosemite,NA,ebd8c942-10b7-4015-b467-16d4ed23a881,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0698070677027,-119.795179460208,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"71938",11,254953,4217950,"727",NA,"2262","0.9",kibbie_lake,yosemite,NA,eec62e10-6709-476d-936d-86fa98f93aff,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0761499549102,-119.793677096384,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72021",11,255049,4217570,"806",NA,"2256","1.9",kibbie_lake,yosemite,NA,2473607b-c59f-4e3f-8657-7891e95f7ccf,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0727551759385,-119.792453670514,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72097",11,254753,4218280,"895",NA,"2286","1.2",kibbie_lake,yosemite,NA,9da49e07-5e78-4c4e-94c0-651681b000c3,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0790664191503,-119.796067905481,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72179",11,254782,4218050,"993",NA,"2274","1.4",kibbie_lake,yosemite,NA,a04810bd-fff2-4aa7-806a-a0cc213d64cd,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0770038163845,-119.795658752186,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72210",11,254819,4217480,"1045",NA,"2243","1.8",kibbie_lake,yosemite,NA,30b33563-725c-4a36-af0d-5c19e85ede3c,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0718826864174,-119.795041951996,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72215",11,254865,4218060,"1048",NA,"2274","1.1",kibbie_lake,yosemite,NA,1edb78f6-6e96-4de4-a673-2237eccaf552,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0771163346429,-119.794716959932,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72240",11,254136,4217780,"1079",NA,"2274","2",kibbie_lake,yosemite,NA,6c077213-bb35-45e4-a358-95dd77fae01b,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0743979199377,-119.802922656379,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72276",11,254285,4217800,"1143",NA,"2274","2",kibbie_lake,yosemite,NA,23642201-834f-4432-9618-4a070e8b2418,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0746184446471,-119.801232756647,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72368",11,254254,4217480,"1317",NA,"2262","0.8",kibbie_lake,yosemite,NA,4dc4c94e-a08a-4b09-90a1-9d420aaf9ebb,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0717293874034,-119.801475812933,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72404",11,254851,4217880,"1395",NA,"2262","1",kibbie_lake,yosemite,NA,58c8bd77-a708-4a3b-99b6-d581dacfd132,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0754921740931,-119.794814680514,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72465",11,254402,4217270,"1556",NA,"2201","0.9",kibbie_lake,yosemite,NA,fc87e7f3-b228-43e5-8fd3-23e102848d9c,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.069879156488,-119.799718375261,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
"72849",11,254887,4217390,"3165",NA,"2243","3.5",kibbie_lake,yosemite,NA,c1ed32d5-6a5b-4889-aaf1-2b0961e9dce4,9d979cf0-9264-439b-9e04-1fc725acb7cd,NA,38.0710909286597,-119.79423676253,tuolumne_cherry_ck_eleanor_ck_bartlett_ck,drainage,california,1d81de17-d17f-46b7-aa89-f31200ea592d,America/Los_Angeles,false,70399
